Date/time,Pressure,Temperature,Date/time,Barom
2021/07/30 11:00:00,770.475,12.377,2021/07/30 10:55:00,757.467
2021/07/30 11:15:00,770.475,12.997,2021/07/30 11:10:00,757.583
2021/07/30 11:30:00,770.358,13.58,2021/07/30 11:25:00,757.467
2021/07/30 11:45:00,770.183,14.097,2021/07/30 11:40:00,757.467
2021/07/30 12:00:00,770.183,14.553,2021/07/30 11:55:00,757.292
2021/07/30 12:15:00,770.008,14.89,2021/07/30 12:10:00,757
2021/07/30 12:30:00,770.008,14.897,2021/07/30 12:25:00,757.292
2021/07/30 12:45:00,769.892,15.04,2021/07/30 12:40:00,757.117
2021/07/30 13:00:00,769.833,15.347,2021/07/30 12:55:00,756.825
2021/07/30 13:15:00,769.717,15.69,2021/07/30 13:10:00,756.825
2021/07/30 13:30:00,769.542,15.61,2021/07/30 13:25:00,756.533
2021/07/30 13:45:00,769.367,15.503,2021/07/30 13:40:00,756.533
2021/07/30 14:00:00,769.075,15.543,2021/07/30 13:55:00,756.183
2021/07/30 14:15:00,769.192,15.59,2021/07/30 14:10:00,756.183
2021/07/30 14:30:00,769.192,15.643,2021/07/30 14:25:00,756.358
2021/07/30 14:45:00,769.192,15.697,2021/07/30 14:40:00,756.533
2021/07/30 15:00:00,769.192,15.543,2021/07/30 14:55:00,756.358
2021/07/30 15:15:00,769.192,15.457,2021/07/30 15:10:00,756.358
2021/07/30 15:30:00,769.075,15.43,2021/07/30 15:25:00,756.183
2021/07/30 15:45:00,769.075,15.443,2021/07/30 15:40:00,756.008
2021/07/30 16:00:00,768.9,15.327,2021/07/30 15:55:00,756.008
2021/07/30 16:15:00,768.725,15.247,2021/07/30 16:10:00,756.183
2021/07/30 16:30:00,768.725,15.18,2021/07/30 16:25:00,755.892
2021/07/30 16:45:00,768.725,14.983,2021/07/30 16:40:00,756.183
2021/07/30 17:00:00,768.725,14.637,2021/07/30 16:55:00,756.008
2021/07/30 17:15:00,768.725,14.24,2021/07/30 17:10:00,756.008
2021/07/30 17:30:00,768.725,13.903,2021/07/30 17:25:00,755.892
2021/07/30 17:45:00,768.9,13.593,2021/07/30 17:40:00,756.008
2021/07/30 18:00:00,768.55,13.297,2021/07/30 17:55:00,755.892
2021/07/30 18:15:00,768.55,13.023,2021/07/30 18:10:00,755.717
2021/07/30 18:30:00,768.55,12.747,2021/07/30 18:25:00,755.717
2021/07/30 18:45:00,768.725,12.507,2021/07/30 18:40:00,755.892
2021/07/30 19:00:00,769.017,12.297,2021/07/30 18:55:00,756.008
2021/07/30 19:15:00,769.192,12.137,2021/07/30 19:10:00,756.65
2021/07/30 19:30:00,769.192,11.987,2021/07/30 19:25:00,756.358
2021/07/30 19:45:00,769.367,11.84,2021/07/30 19:40:00,756.358
2021/07/30 20:00:00,769.017,11.707,2021/07/30 19:55:00,756.358
2021/07/30 20:15:00,768.9,11.57,2021/07/30 20:10:00,756.358
2021/07/30 20:30:00,769.017,11.45,2021/07/30 20:25:00,756.008
2021/07/30 20:45:00,768.9,11.337,2021/07/30 20:40:00,756.358
2021/07/30 21:00:00,769.192,11.22,2021/07/30 20:55:00,756.183
2021/07/30 21:15:00,768.9,11.1,2021/07/30 21:10:00,756.3
2021/07/30 21:30:00,769.017,10.987,2021/07/30 21:25:00,756.475
2021/07/30 21:45:00,769.367,10.873,2021/07/30 21:40:00,756.475
2021/07/30 22:00:00,769.542,10.763,2021/07/30 21:55:00,756.767
2021/07/30 22:15:00,769.542,10.67,2021/07/30 22:10:00,756.767
2021/07/30 22:30:00,769.542,10.577,2021/07/30 22:25:00,756.942
2021/07/30 22:45:00,769.658,10.49,2021/07/30 22:40:00,756.942
2021/07/30 23:00:00,769.833,10.407,2021/07/30 22:55:00,757.117
2021/07/30 23:15:00,769.658,10.32,2021/07/30 23:10:00,756.942
2021/07/30 23:30:00,769.658,10.247,2021/07/30 23:25:00,757.117
2021/07/30 23:45:00,769.658,10.18,2021/07/30 23:40:00,757.117
2021/07/31 0:00:00,770.183,10.12,2021/07/30 23:55:00,757.117
2021/07/31 0:15:00,769.658,10.06,2021/07/31 0:10:00,757.117
2021/07/31 0:30:00,769.658,10,2021/07/31 0:25:00,757.117
2021/07/31 0:45:00,769.833,9.937,2021/07/31 0:40:00,757.117
2021/07/31 1:00:00,769.658,9.883,2021/07/31 0:55:00,756.942
2021/07/31 1:15:00,769.542,9.833,2021/07/31 1:10:00,756.942
2021/07/31 1:30:00,769.658,9.787,2021/07/31 1:25:00,756.767
2021/07/31 1:45:00,769.542,9.747,2021/07/31 1:40:00,756.767
2021/07/31 2:00:00,769.542,9.707,2021/07/31 1:55:00,756.767
2021/07/31 2:15:00,769.367,9.67,2021/07/31 2:10:00,756.65
2021/07/31 2:30:00,769.542,9.643,2021/07/31 2:25:00,756.65
2021/07/31 2:45:00,769.367,9.61,2021/07/31 2:40:00,756.475
2021/07/31 3:00:00,769.367,9.583,2021/07/31 2:55:00,756.475
2021/07/31 3:15:00,769.367,9.553,2021/07/31 3:10:00,756.65
2021/07/31 3:30:00,769.192,9.527,2021/07/31 3:25:00,756.65
2021/07/31 3:45:00,769.367,9.5,2021/07/31 3:40:00,756.65
2021/07/31 4:00:00,769.483,9.487,2021/07/31 3:55:00,756.475
2021/07/31 4:15:00,769.367,9.467,2021/07/31 4:10:00,756.65
2021/07/31 4:30:00,769.483,9.447,2021/07/31 4:25:00,756.475
2021/07/31 4:45:00,769.483,9.42,2021/07/31 4:40:00,756.475
2021/07/31 5:00:00,769.367,9.39,2021/07/31 4:55:00,756.475
2021/07/31 5:15:00,769.367,9.37,2021/07/31 5:10:00,756.475
2021/07/31 5:30:00,769.367,9.343,2021/07/31 5:25:00,756.3
2021/07/31 5:45:00,769.367,9.317,2021/07/31 5:40:00,756.475
2021/07/31 6:00:00,769.367,9.283,2021/07/31 5:55:00,756.65
2021/07/31 6:15:00,769.367,9.253,2021/07/31 6:10:00,756.475
2021/07/31 6:30:00,769.367,9.227,2021/07/31 6:25:00,756.65
2021/07/31 6:45:00,769.367,9.207,2021/07/31 6:40:00,756.65
2021/07/31 7:00:00,769.542,9.2,2021/07/31 6:55:00,756.767
2021/07/31 7:15:00,769.658,9.22,2021/07/31 7:10:00,756.65
2021/07/31 7:30:00,769.658,9.27,2021/07/31 7:25:00,756.942
2021/07/31 7:45:00,769.833,9.317,2021/07/31 7:40:00,757.117
2021/07/31 8:00:00,770.183,9.39,2021/07/31 7:55:00,757.117
2021/07/31 8:15:00,769.658,9.473,2021/07/31 8:10:00,757.117
2021/07/31 8:30:00,770.183,9.547,2021/07/31 8:25:00,757.233
2021/07/31 8:45:00,770.183,9.643,2021/07/31 8:40:00,757.408
2021/07/31 9:00:00,770.008,9.793,2021/07/31 8:55:00,757.408
2021/07/31 9:15:00,770.183,9.99,2021/07/31 9:10:00,757.408
2021/07/31 9:30:00,770.3,10.207,2021/07/31 9:25:00,757.408
2021/07/31 9:45:00,770.183,10.4,2021/07/31 9:40:00,757.408
2021/07/31 10:00:00,770.008,10.583,2021/07/31 9:55:00,757.408
2021/07/31 10:15:00,770.3,10.853,2021/07/31 10:10:00,757.583
2021/07/31 10:30:00,770.3,11.193,2021/07/31 10:25:00,757.408
2021/07/31 10:45:00,770.183,11.603,2021/07/31 10:40:00,757.583
2021/07/31 11:00:00,770.358,12.083,2021/07/31 10:55:00,757.758
2021/07/31 11:15:00,770.358,12.667,2021/07/31 11:10:00,757.758
2021/07/31 11:30:00,770.008,13.23,2021/07/31 11:25:00,757.583
2021/07/31 11:45:00,770.008,13.763,2021/07/31 11:40:00,757.758
2021/07/31 12:00:00,770.008,14.253,2021/07/31 11:55:00,757.467
2021/07/31 12:15:00,769.717,14.623,2021/07/31 12:10:00,757.117
2021/07/31 12:30:00,769.833,14.983,2021/07/31 12:25:00,757.292
2021/07/31 12:45:00,770.008,14.917,2021/07/31 12:40:00,757.408
2021/07/31 13:00:00,769.717,14.89,2021/07/31 12:55:00,757.117
2021/07/31 13:15:00,769.717,14.763,2021/07/31 13:10:00,757.292
2021/07/31 13:30:00,769.542,14.583,2021/07/31 13:25:00,757.292
2021/07/31 13:45:00,769.542,14.567,2021/07/31 13:40:00,757.292
2021/07/31 14:00:00,769.192,14.54,2021/07/31 13:55:00,756.65
2021/07/31 14:15:00,769.017,14.59,2021/07/31 14:10:00,756.533
2021/07/31 14:30:00,768.9,14.77,2021/07/31 14:25:00,756.358
2021/07/31 14:45:00,768.9,14.763,2021/07/31 14:40:00,756.475
2021/07/31 15:00:00,768.9,14.527,2021/07/31 14:55:00,756.475
2021/07/31 15:15:00,768.55,14.207,2021/07/31 15:10:00,756.358
2021/07/31 15:30:00,768.725,13.897,2021/07/31 15:25:00,756.358
2021/07/31 15:45:00,769.017,13.607,2021/07/31 15:40:00,756.358
2021/07/31 16:00:00,768.725,13.34,2021/07/31 15:55:00,756.358
2021/07/31 16:15:00,769.017,13.117,2021/07/31 16:10:00,756.475
2021/07/31 16:30:00,769.017,12.93,2021/07/31 16:25:00,756.358
2021/07/31 16:45:00,769.192,12.793,2021/07/31 16:40:00,756.475
2021/07/31 17:00:00,769.192,12.673,2021/07/31 16:55:00,756.475
2021/07/31 17:15:00,769.017,12.547,2021/07/31 17:10:00,756.475
2021/07/31 17:30:00,768.9,12.41,2021/07/31 17:25:00,756.475
2021/07/31 17:45:00,769.017,12.283,2021/07/31 17:40:00,756.475
2021/07/31 18:00:00,769.017,12.163,2021/07/31 17:55:00,756.475
2021/07/31 18:15:00,768.725,12.06,2021/07/31 18:10:00,756.358
2021/07/31 18:30:00,768.725,11.987,2021/07/31 18:25:00,756.008
2021/07/31 18:45:00,768.725,11.907,2021/07/31 18:40:00,756.008
2021/07/31 19:00:00,768.842,11.807,2021/07/31 18:55:00,756.358
2021/07/31 19:15:00,768.9,11.7,2021/07/31 19:10:00,756.358
2021/07/31 19:30:00,768.9,11.583,2021/07/31 19:25:00,756.475
2021/07/31 19:45:00,769.017,11.457,2021/07/31 19:40:00,756.475
2021/07/31 20:00:00,769.017,11.33,2021/07/31 19:55:00,756.65
2021/07/31 20:15:00,769.542,11.207,2021/07/31 20:10:00,756.65
2021/07/31 20:30:00,769.192,11.08,2021/07/31 20:25:00,756.767
2021/07/31 20:45:00,769.367,10.953,2021/07/31 20:40:00,756.767
2021/07/31 21:00:00,769.367,10.823,2021/07/31 20:55:00,756.65
2021/07/31 21:15:00,769.367,10.737,2021/07/31 21:10:00,756.942
2021/07/31 21:30:00,769.658,10.67,2021/07/31 21:25:00,756.942
2021/07/31 21:45:00,769.658,10.617,2021/07/31 21:40:00,757.117
2021/07/31 22:00:00,770.008,10.57,2021/07/31 21:55:00,757.7
2021/07/31 22:15:00,770.475,10.523,2021/07/31 22:10:00,757.7
2021/07/31 22:30:00,770.358,10.477,2021/07/31 22:25:00,757.875
2021/07/31 22:45:00,770.3,10.423,2021/07/31 22:40:00,757.583
2021/07/31 23:00:00,770.475,10.38,2021/07/31 22:55:00,757.7
2021/07/31 23:15:00,770.3,10.34,2021/07/31 23:10:00,757.583
2021/07/31 23:30:00,770.3,10.307,2021/07/31 23:25:00,757.583
2021/07/31 23:45:00,770.008,10.273,2021/07/31 23:40:00,757.583
2021/08/01 0:00:00,770.183,10.24,2021/07/31 23:55:00,757.583
2021/08/01 0:15:00,770.008,10.207,2021/08/01 0:10:00,757.408
2021/08/01 0:30:00,770.008,10.167,2021/08/01 0:25:00,757.408
2021/08/01 0:45:00,770.183,10.12,2021/08/01 0:40:00,757.233
2021/08/01 1:00:00,769.833,10.087,2021/08/01 0:55:00,757.408
2021/08/01 1:15:00,769.658,10.06,2021/08/01 1:10:00,757.233
2021/08/01 1:30:00,769.833,10.033,2021/08/01 1:25:00,757.233
2021/08/01 1:45:00,769.658,9.99,2021/08/01 1:40:00,757.117
2021/08/01 2:00:00,769.542,9.943,2021/08/01 1:55:00,756.942
2021/08/01 2:15:00,769.542,9.897,2021/08/01 2:10:00,756.767
2021/08/01 2:30:00,769.542,9.863,2021/08/01 2:25:00,756.942
2021/08/01 2:45:00,769.542,9.84,2021/08/01 2:40:00,756.942
2021/08/01 3:00:00,769.542,9.827,2021/08/01 2:55:00,756.942
2021/08/01 3:15:00,769.483,9.813,2021/08/01 3:10:00,756.942
2021/08/01 3:30:00,769.192,9.8,2021/08/01 3:25:00,756.942
2021/08/01 3:45:00,769.367,9.767,2021/08/01 3:40:00,756.767
2021/08/01 4:00:00,769.192,9.733,2021/08/01 3:55:00,756.65
2021/08/01 4:15:00,769.192,9.697,2021/08/01 4:10:00,756.65
2021/08/01 4:30:00,769.367,9.67,2021/08/01 4:25:00,756.767
2021/08/01 4:45:00,769.542,9.657,2021/08/01 4:40:00,756.767
2021/08/01 5:00:00,769.542,9.643,2021/08/01 4:55:00,756.767
2021/08/01 5:15:00,769.542,9.637,2021/08/01 5:10:00,757.117
2021/08/01 5:30:00,769.542,9.63,2021/08/01 5:25:00,757.117
2021/08/01 5:45:00,769.542,9.623,2021/08/01 5:40:00,757.117
2021/08/01 6:00:00,769.833,9.61,2021/08/01 5:55:00,757.117
2021/08/01 6:15:00,769.833,9.603,2021/08/01 6:10:00,757.117
2021/08/01 6:30:00,769.833,9.597,2021/08/01 6:25:00,757.233
2021/08/01 6:45:00,770.008,9.59,2021/08/01 6:40:00,757.583
2021/08/01 7:00:00,770.008,9.597,2021/08/01 6:55:00,757.408
2021/08/01 7:15:00,770.183,9.61,2021/08/01 7:10:00,757.583
2021/08/01 7:30:00,770.183,9.63,2021/08/01 7:25:00,757.7
2021/08/01 7:45:00,770.475,9.663,2021/08/01 7:40:00,757.875
2021/08/01 8:00:00,770.825,9.707,2021/08/01 7:55:00,758.05
2021/08/01 8:15:00,771,9.773,2021/08/01 8:10:00,758.167
2021/08/01 8:30:00,771,9.857,2021/08/01 8:25:00,758.342
2021/08/01 8:45:00,771,9.923,2021/08/01 8:40:00,758.167
2021/08/01 9:00:00,770.825,9.97,2021/08/01 8:55:00,758.167
2021/08/01 9:15:00,771,10.04,2021/08/01 9:10:00,758.517
2021/08/01 9:30:00,771.117,10.147,2021/08/01 9:25:00,758.517
2021/08/01 9:45:00,771.292,10.307,2021/08/01 9:40:00,758.517
2021/08/01 10:00:00,771.292,10.503,2021/08/01 9:55:00,758.517
2021/08/01 10:15:00,771.292,10.757,2021/08/01 10:10:00,758.517
2021/08/01 10:30:00,771.292,10.973,2021/08/01 10:25:00,758.692
2021/08/01 10:45:00,771.467,11.08,2021/08/01 10:40:00,758.808
2021/08/01 11:00:00,771.467,11.12,2021/08/01 10:55:00,758.808
2021/08/01 11:15:00,771.467,11.25,2021/08/01 11:10:00,758.808
2021/08/01 11:30:00,771.117,11.807,2021/08/01 11:25:00,758.692
2021/08/01 11:45:00,771.35,12.27,2021/08/01 11:40:00,758.808
2021/08/01 12:00:00,771.175,12.507,2021/08/01 11:55:00,758.692
2021/08/01 12:15:00,771.292,12.587,2021/08/01 12:10:00,758.517
2021/08/01 12:30:00,771.175,12.567,2021/08/01 12:25:00,758.342
2021/08/01 12:45:00,771,12.567,2021/08/01 12:40:00,758.342
2021/08/01 13:00:00,771,12.667,2021/08/01 12:55:00,758.225
2021/08/01 13:15:00,770.825,12.72,2021/08/01 13:10:00,758.225
2021/08/01 13:30:00,770.825,12.847,2021/08/01 13:25:00,758.225
2021/08/01 13:45:00,770.65,12.997,2021/08/01 13:40:00,758.05
2021/08/01 14:00:00,770.533,13.13,2021/08/01 13:55:00,758.05
2021/08/01 14:15:00,770.358,13.243,2021/08/01 14:10:00,757.875
2021/08/01 14:30:00,770.183,13.29,2021/08/01 14:25:00,757.583
2021/08/01 14:45:00,770.008,13.25,2021/08/01 14:40:00,757.583
2021/08/01 15:00:00,770.008,13.203,2021/08/01 14:55:00,757.583
2021/08/01 15:15:00,769.717,13.25,2021/08/01 15:10:00,757.408
2021/08/01 15:30:00,769.833,13.223,2021/08/01 15:25:00,757.117
2021/08/01 15:45:00,769.833,13.103,2021/08/01 15:40:00,757.292
2021/08/01 16:00:00,770.008,12.873,2021/08/01 15:55:00,757.117
2021/08/01 16:15:00,769.717,12.66,2021/08/01 16:10:00,757.292
2021/08/01 16:30:00,769.833,12.5,2021/08/01 16:25:00,757.117
2021/08/01 16:45:00,769.833,12.357,2021/08/01 16:40:00,757.117
2021/08/01 17:00:00,769.833,12.223,2021/08/01 16:55:00,757.292
2021/08/01 17:15:00,769.658,12.11,2021/08/01 17:10:00,757.292
2021/08/01 17:30:00,769.658,11.993,2021/08/01 17:25:00,757.117
2021/08/01 17:45:00,769.658,11.873,2021/08/01 17:40:00,757.117
2021/08/01 18:00:00,769.542,11.76,2021/08/01 17:55:00,756.942
2021/08/01 18:15:00,769.542,11.673,2021/08/01 18:10:00,756.942
2021/08/01 18:30:00,769.542,11.597,2021/08/01 18:25:00,756.942
2021/08/01 18:45:00,769.542,11.503,2021/08/01 18:40:00,756.942
2021/08/01 19:00:00,769.542,11.39,2021/08/01 18:55:00,757.117
2021/08/01 19:15:00,769.833,11.27,2021/08/01 19:10:00,756.942
2021/08/01 19:30:00,769.542,11.167,2021/08/01 19:25:00,757.292
2021/08/01 19:45:00,769.833,11.073,2021/08/01 19:40:00,757.408
2021/08/01 20:00:00,770.008,10.987,2021/08/01 19:55:00,757.7
2021/08/01 20:15:00,770.183,10.893,2021/08/01 20:10:00,757.875
2021/08/01 20:30:00,770.3,10.817,2021/08/01 20:25:00,757.875
2021/08/01 20:45:00,770.358,10.743,2021/08/01 20:40:00,757.875
2021/08/01 21:00:00,770.65,10.677,2021/08/01 20:55:00,758.167
2021/08/01 21:15:00,770.65,10.61,2021/08/01 21:10:00,758.342
2021/08/01 21:30:00,770.65,10.543,2021/08/01 21:25:00,758.167
2021/08/01 21:45:00,771,10.477,2021/08/01 21:40:00,758.342
2021/08/01 22:00:00,771,10.423,2021/08/01 21:55:00,758.517
2021/08/01 22:15:00,771.117,10.373,2021/08/01 22:10:00,758.633
2021/08/01 22:30:00,771,10.34,2021/08/01 22:25:00,758.633
2021/08/01 22:45:00,771.292,10.3,2021/08/01 22:40:00,758.633
2021/08/01 23:00:00,770.825,10.267,2021/08/01 22:55:00,758.517
2021/08/01 23:15:00,771,10.233,2021/08/01 23:10:00,758.342
2021/08/01 23:30:00,771,10.213,2021/08/01 23:25:00,758.517
2021/08/01 23:45:00,771,10.187,2021/08/01 23:40:00,758.167
2021/08/02 0:00:00,770.825,10.167,2021/08/01 23:55:00,758.342
2021/08/02 0:15:00,771,10.14,2021/08/02 0:10:00,758.342
2021/08/02 0:30:00,771.117,10.12,2021/08/02 0:25:00,758.517
2021/08/02 0:45:00,771.117,10.1,2021/08/02 0:40:00,758.633
2021/08/02 1:00:00,771,10.087,2021/08/02 0:55:00,758.517
2021/08/02 1:15:00,771,10.073,2021/08/02 1:10:00,758.517
2021/08/02 1:30:00,771,10.053,2021/08/02 1:25:00,758.517
2021/08/02 1:45:00,770.825,10.047,2021/08/02 1:40:00,758.342
2021/08/02 2:00:00,770.65,10.033,2021/08/02 1:55:00,758.167
2021/08/02 2:15:00,770.475,10.013,2021/08/02 2:10:00,758.05
2021/08/02 2:30:00,770.3,9.983,2021/08/02 2:25:00,757.7
2021/08/02 2:45:00,770.183,9.963,2021/08/02 2:40:00,757.7
2021/08/02 3:00:00,770.183,9.95,2021/08/02 2:55:00,757.7
2021/08/02 3:15:00,770.475,9.937,2021/08/02 3:10:00,757.875
2021/08/02 3:30:00,770.3,9.923,2021/08/02 3:25:00,757.875
2021/08/02 3:45:00,770.3,9.91,2021/08/02 3:40:00,757.875
2021/08/02 4:00:00,770.475,9.903,2021/08/02 3:55:00,757.583
2021/08/02 4:15:00,770.183,9.89,2021/08/02 4:10:00,757.7
2021/08/02 4:30:00,770.183,9.877,2021/08/02 4:25:00,757.583
2021/08/02 4:45:00,770.008,9.863,2021/08/02 4:40:00,757.583
2021/08/02 5:00:00,770.008,9.84,2021/08/02 4:55:00,757.583
2021/08/02 5:15:00,770.008,9.833,2021/08/02 5:10:00,757.583
2021/08/02 5:30:00,770.008,9.833,2021/08/02 5:25:00,757.7
2021/08/02 5:45:00,770.183,9.82,2021/08/02 5:40:00,757.7
2021/08/02 6:00:00,770.475,9.813,2021/08/02 5:55:00,757.875
2021/08/02 6:15:00,770.3,9.8,2021/08/02 6:10:00,757.875
2021/08/02 6:30:00,770.475,9.793,2021/08/02 6:25:00,758.05
2021/08/02 6:45:00,770.475,9.78,2021/08/02 6:40:00,758.167
2021/08/02 7:00:00,770.65,9.773,2021/08/02 6:55:00,758.167
2021/08/02 7:15:00,770.825,9.767,2021/08/02 7:10:00,758.167
2021/08/02 7:30:00,770.825,9.773,2021/08/02 7:25:00,758.342
2021/08/02 7:45:00,770.825,9.78,2021/08/02 7:40:00,758.342
2021/08/02 8:00:00,770.825,9.8,2021/08/02 7:55:00,758.167
