,04/30/23 00:00:00,04/30/23 00:15:00,04/30/23 00:30:00,04/30/23 00:45:00,04/30/23 01:00:00,04/30/23 01:15:00,04/30/23 01:30:00,04/30/23 01:45:00,04/30/23 02:00:00,04/30/23 02:15:00,04/30/23 02:30:00,04/30/23 02:45:00,04/30/23 03:00:00,04/30/23 03:15:00,04/30/23 03:30:00,04/30/23 03:45:00,04/30/23 04:00:00,04/30/23 04:15:00,04/30/23 04:30:00,04/30/23 04:45:00,04/30/23 05:00:00,04/30/23 05:15:00,04/30/23 05:30:00,04/30/23 05:45:00,04/30/23 06:00:00,04/30/23 06:15:00,04/30/23 06:30:00,04/30/23 06:45:00,04/30/23 07:00:00,04/30/23 07:15:00,04/30/23 07:30:00,04/30/23 07:45:00,04/30/23 08:00:00,04/30/23 08:15:00,04/30/23 08:30:00,04/30/23 08:45:00,04/30/23 09:00:00,04/30/23 09:15:00,04/30/23 09:30:00,04/30/23 09:45:00,04/30/23 10:00:00,04/30/23 10:15:00,04/30/23 10:30:00,04/30/23 10:45:00,04/30/23 11:00:00,04/30/23 11:15:00,04/30/23 11:30:00,04/30/23 11:45:00,04/30/23 12:00:00,04/30/23 12:15:00,04/30/23 12:30:00,04/30/23 12:45:00,04/30/23 13:00:00,04/30/23 13:15:00,04/30/23 13:30:00,04/30/23 13:45:00,04/30/23 14:00:00,04/30/23 14:15:00,04/30/23 14:30:00,04/30/23 14:45:00,04/30/23 15:00:00,04/30/23 15:15:00,04/30/23 15:30:00,04/30/23 15:45:00,04/30/23 16:00:00,04/30/23 16:15:00,04/30/23 16:30:00,04/30/23 16:45:00,04/30/23 17:00:00,04/30/23 17:15:00,04/30/23 17:30:00,04/30/23 17:45:00,04/30/23 18:00:00,04/30/23 18:15:00,04/30/23 18:30:00,04/30/23 18:45:00,04/30/23 19:00:00,04/30/23 19:15:00,04/30/23 19:30:00,04/30/23 19:45:00,04/30/23 20:00:00,04/30/23 20:15:00,04/30/23 20:30:00,04/30/23 20:45:00,04/30/23 21:00:00,04/30/23 21:15:00,04/30/23 21:30:00,04/30/23 21:45:00,04/30/23 22:00:00,04/30/23 22:15:00,04/30/23 22:30:00,04/30/23 22:45:00,04/30/23 23:00:00,04/30/23 23:15:00,04/30/23 23:30:00,04/30/23 23:45:00,05/01/23 00:00:00,05/01/23 00:15:00,05/01/23 00:30:00,05/01/23 00:45:00,05/01/23 01:00:00,05/01/23 01:15:00,05/01/23 01:30:00,05/01/23 01:45:00,05/01/23 02:00:00,05/01/23 02:15:00,05/01/23 02:30:00,05/01/23 02:45:00,05/01/23 03:00:00,05/01/23 03:15:00,05/01/23 03:30:00,05/01/23 03:45:00,05/01/23 04:00:00,05/01/23 04:15:00,05/01/23 04:30:00,05/01/23 04:45:00,05/01/23 05:00:00
mean_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_env_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18338987925463124,0.1687388977196033,0.15450684709876483,0.0,0.0,0.0,0.0,0.18374171711126966,0.0,0.0,0.0,0.0,0.14318039130230822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14640069461137464,0.0,0.0,0.0,0.13910630555186013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13437461825275712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13402440529652163,0.0,0.0,0.0,0.22278035127441975,0.0,0.0,0.0,0.0,0.0,0.0,0.1521602079569348,0.13931487248199642,0.0,0.14618655073813358,0.1746712055647759,0.0,0.0,0.16732914806510524,0.0,0.17569853043339145,0.0,0.0,0.15621657618419119,0.0,0.17900886376312847,0.1853474602123389,0.0,0.1663927701597264,0.16250584372617083,0.0,0.0,0.0,0.15440531887730874,0.0,0.0,0.1657168075359422,0.0,0.1324722267415032,0.0,0.0,0.0,0.15659360912374007,0.13196516116685061,0.0,0.0
mean_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18338987925463124,0.1687388977196033,0.15450684709876483,0.0,0.0,0.0,0.0,0.18374171711126966,0.0,0.0,0.0,0.0,0.14318039130230822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14640069461137464,0.0,0.0,0.0,0.13910630555186013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13437461825275712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13402440529652163,0.0,0.0,0.0,0.22278035127441975,0.0,0.0,0.0,0.0,0.0,0.0,0.14926031144001095,0.13931487248199642,0.0,0.14618655073813358,0.1746712055647759,0.0,0.0,0.16732914806510524,0.0,0.17569853043339145,0.0,0.0,0.15621657618419119,0.0,0.17900886376312847,0.1853474602123389,0.0,0.1663927701597264,0.15441151434623088,0.0,0.0,0.0,0.15440531887730874,0.0,0.0,0.1657168075359422,0.0,0.1324722267415032,0.0,0.0,0.0,0.15659360912374007,0.13196516116685061,0.0,0.0
median_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18338987925463124,0.1687388977196033,0.15450684709876483,0.0,0.0,0.0,0.0,0.18374171711126966,0.0,0.0,0.0,0.0,0.14318039130230822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14640069461137464,0.0,0.0,0.0,0.13910630555186013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13437461825275712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13402440529652163,0.0,0.0,0.0,0.22278035127441975,0.0,0.0,0.0,0.0,0.0,0.0,0.14926031144001095,0.13931487248199642,0.0,0.14618655073813358,0.1746712055647759,0.0,0.0,0.16732914806510524,0.0,0.17569853043339145,0.0,0.0,0.15621657618419119,0.0,0.17900886376312847,0.1853474602123389,0.0,0.1663927701597264,0.15441151434623088,0.0,0.0,0.0,0.15440531887730874,0.0,0.0,0.1657168075359422,0.0,0.1324722267415032,0.0,0.0,0.0,0.15659360912374007,0.13196516116685061,0.0,0.0
max_env_ch2,0.7446294323456087,0.7745123480191861,0.7656117489501925,0.766608687039541,0.7576281304114101,0.747426046598434,0.7332163930952559,0.7857752632939328,0.7179630525851606,0.6864829348823349,0.6979540980001807,0.6930648583774052,0.7261132642162619,0.7264538954006003,0.698425651751619,0.739692864556355,0.7403659591398118,0.7153956033086287,0.765322119056866,0.7225356431687991,0.7815071652728478,0.7802664050554051,0.7972219816619484,0.8163523184588583,0.7542764464875057,0.7495020331577346,0.8224891156569559,0.6539797377294113,0.5937302706172993,0.6373827446304924,0.5944278153804315,0.6318094353652929,0.6115409237701853,0.6187967155702693,0.5727937232062235,0.5752317849038348,0.5943915489324919,0.7124761608728118,0.5888560677893692,0.6550821738335244,0.5873770399123001,0.6578153764098984,0.6464033803606631,0.6190839066196727,0.6313139245521627,0.6689245337160629,0.6828360946433679,0.6527130035941942,0.6867981697850553,0.6642392705561739,0.7068013313710089,0.7384301353898534,0.7463182669744587,0.7253622859816345,0.7325154443611942,0.6497828563510152,0.7303284814810276,0.7312980318707212,0.7138918801788,0.7960968479360154,0.5905233974129035,0.5791476621258088,0.6173945491247017,0.6243485676365402,0.6716414064119813,0.674309761305084,0.6521908402803404,0.7094410137010762,0.6835156625156845,0.6574327959454858,0.6275357502851745,0.6162287498253114,0.5698730951424339,0.618217863762039,0.6893578995043945,0.891121405097679,0.7603093982237777,0.8004152761731836,0.7472482031068071,0.6368174526797029,0.6263804703274445,0.6751314971649292,0.6624707663012526,0.674310890720392,0.6878185532114355,0.6922667642352168,0.7572073960401814,0.6941469541967042,0.6944245388501128,0.672789824283646,0.8136114898188191,0.7102090062663869,0.7379855996147623,0.7508586565354365,0.7850319934242407,0.7916198501526653,0.7981295223136676,0.7916321994564133,0.7581687309048281,0.7408047142301656,0.6747750734044567,0.6827396705923865,0.7277234723362183,0.6704967568082536,0.6914184770577547,0.7403529171635722,0.6614282888074184,0.7131291808364847,0.6296979394937906,0.6779379563156215,0.6600929829077294,0.6759241006309106,0.6574905504744515,0.6593927555768618,0.587313017606346,0.6560110075820839,0.6875694374822867
mean_env_ch2,0.5939162812026004,0.6096644969195597,0.6115136634423639,0.5805883854633093,0.586505335424462,0.582124230341483,0.5903147037974295,0.584805262984364,0.5798519613346724,0.5739306028605733,0.5699289041057005,0.5670082542964141,0.5790670275535125,0.5713396253568218,0.5716300059993936,0.6044065683353889,0.6028307600267755,0.5998423220100793,0.6063758631331108,0.583627514037891,0.6092825472926464,0.6124208426459931,0.6147047078610477,0.6161963002774254,0.6104262183694852,0.6036042506898955,0.6204314675053341,0.5356479179715475,0.5106721800563768,0.5176660846233365,0.5113497972312114,0.48462773910824275,0.4918666211605246,0.4954138040825608,0.4980393336069143,0.5073265718944969,0.5050715799093927,0.5142185276340645,0.49967192805064536,0.5059539553670143,0.49731765620257223,0.5306962608621484,0.5276966245499236,0.5376479618347826,0.5178934898573738,0.5353472628276098,0.5386517292192385,0.5322004540531872,0.5321495076291428,0.5553778371083262,0.5561279516125197,0.554987011578721,0.601112700405381,0.5564693669172146,0.5461199128253978,0.5456895755917572,0.5726596972659966,0.5759204572732078,0.5717745920034633,0.6254401646682228,0.5031022259709668,0.4833545635431526,0.4894673968013756,0.5014095662608283,0.5154303204333637,0.5292992207166166,0.5354396072989899,0.5613580785014561,0.541096714654068,0.5465151417329056,0.5368595866262468,0.5007775234279502,0.47753912219018213,0.49229149780967296,0.5830562244584723,0.589716432949783,0.5847200823712594,0.643155721283469,0.5794116416512705,0.5436485607263312,0.5484973011772123,0.5682792435432731,0.5745884915286686,0.5876208673916036,0.5907584751905055,0.5884968046200756,0.5932722190658726,0.6024133925963187,0.6142490853059422,0.589662658257139,0.6270772237624209,0.6118031274313109,0.6121609218510319,0.6387418979686093,0.6373125945721456,0.6489303934421323,0.6412771904121617,0.6450684788972769,0.6297404976875124,0.620128753462406,0.5933386924870185,0.5876574271181109,0.585724515081523,0.5759262240109566,0.5865137086931618,0.5658823326378991,0.5662554720562337,0.551602410260233,0.551404705452301,0.5413164132038032,0.5413189298411345,0.5282819925217002,0.5532243501559,0.5271691233391008,0.5035657768778086,0.554671134129061,0.5367378919869751
median_env_ch2,0.5927559034906682,0.6028619129467543,0.6082174411271127,0.5856055329721898,0.5802990889332804,0.5743271001899019,0.5932805860553172,0.5901827577888247,0.5920491879104142,0.5633193634752025,0.5635551938808856,0.5687531946617355,0.5707985919760187,0.5767146294874608,0.5737033198428897,0.5918501396864498,0.6066090232385948,0.5995829942378532,0.6076513365339394,0.5855326375021888,0.6148292770880011,0.604931933525119,0.6153919109297474,0.618603679074065,0.6120598010390756,0.6099683997567781,0.5971415397866597,0.5380075136305751,0.5078256577679947,0.5229312674780211,0.4987699084163188,0.4794868092063286,0.48860684906641794,0.4923568659043392,0.4914146005368786,0.512439255203736,0.5043309135780448,0.5120335944439652,0.5028197882029977,0.49823594768564017,0.48789720178664175,0.5247876937478984,0.5204882671545956,0.5413995722041521,0.5168960885137841,0.5365227306495416,0.5322446892772276,0.5274954759983519,0.5257992669160844,0.5465921820855034,0.5537889743578557,0.5578165734203714,0.595028854912573,0.552596074991765,0.5398482038310921,0.5452825763511544,0.5654891430782281,0.5735672264039956,0.5645658717575481,0.6276109087731359,0.49841035052224547,0.4838118400288032,0.4989287812505436,0.49777166352146646,0.5066195622096069,0.5222183036706436,0.538091552114842,0.561831018015655,0.5272156367027331,0.5458946426128694,0.537789971644767,0.4994365393131943,0.4678610590937889,0.48678429372899684,0.581403913211751,0.5972561431822019,0.5868001645440137,0.6442399281797159,0.5761177309502661,0.5414697483848856,0.5446177889564409,0.5651069743480648,0.5734443343824189,0.5845558430651442,0.5868195276136805,0.5777524155226685,0.5906782137770467,0.5977396067029301,0.6101251495805026,0.5831744664898397,0.6184016105459821,0.6056176657823007,0.6083993889220519,0.638443576753919,0.6269213156843619,0.6436351891510912,0.6331248210151692,0.6459119082027064,0.6273619639143129,0.6203772729652005,0.5961258036262269,0.5862119751165971,0.5769469045560036,0.5736088792825408,0.5870421072119627,0.5601093134160174,0.5664192335995384,0.5431324036379989,0.5607614100249773,0.5420015073622337,0.5364376007151961,0.5252042573943483,0.5562829810066935,0.5243442141847837,0.5076753139451013,0.5519540703580289,0.5221864863419368
max_env_ch1,2.978517729382435,3.0980493920767445,3.06244699580077,3.066434748158164,3.0305125216456403,2.989704186393736,2.9328655723810235,3.143101053175731,2.8718522103406423,2.7459317395293397,2.791816392000723,2.7722594335096207,2.9044530568650475,2.9058155816024014,2.793702607006476,2.95877145822542,2.9614638365592474,2.861582413234515,3.061288476227464,2.8901425726751966,3.126028661091391,3.1210656202216205,3.1888879266477934,3.265409273835433,3.0171057859500228,2.9980081326309382,3.2899564626278237,2.6159189509176453,2.3749210824691973,2.5495309785219695,2.377711261521726,2.5272377414611715,2.4461636950807413,2.475186862281077,2.291174892824894,2.300927139615339,2.3775661957299676,2.8499046434912474,2.3554242711574767,2.6203286953340976,2.3495081596492002,2.6312615056395936,2.5856135214426526,2.476335626478691,2.525255698208651,2.6756981348642515,2.7313443785734717,2.6108520143767766,2.747192679140221,2.6569570822246957,2.8272053254840355,2.9537205415594134,2.9852730678978348,2.901449143926538,2.930061777444777,2.5991314254040607,2.9213139259241103,2.9251921274828847,2.8555675207152,3.1843873917440617,2.362093589651614,2.3165906485032353,2.469578196498807,2.497394270546161,2.6865656256479253,2.697239045220336,2.6087633611213614,2.8377640548043046,2.734062650062738,2.629731183781943,2.510143001140698,2.4649149993012456,2.2794923805697356,2.472871455048156,2.757431598017578,3.564485620390716,3.041237592895111,3.2016611046927346,2.9889928124272283,2.5472698107188116,2.505521881309778,2.7005259886597166,2.6498830652050103,2.697243562881568,2.751274212845742,2.7690670569408673,3.0288295841607256,2.776587816786817,2.777698155400451,2.691159297134584,3.2544459592752766,2.8408360250655478,2.951942398459049,3.003434626141746,3.1401279736969627,3.1664794006106614,3.1925180892546705,3.166528797825653,3.0326749236193122,2.9632188569206623,2.699100293617827,2.730958682369546,2.910893889344873,2.6819870272330144,2.765673908231019,2.961411668654289,2.6457131552296738,2.8525167233459388,2.5187917579751624,2.711751825262486,2.6403719316309178,2.7036964025236423,2.629962201897806,2.6375710223074473,2.349252070425384,2.6240440303283354,2.750277749929147
mean_env_ch1,2.329470753918299,2.4235046668791047,2.420659084314288,2.2984217923585204,2.322295641299691,2.2893903494349224,2.337431271241522,2.3243643867613613,2.3140731159668912,2.2532601967404915,2.272792596935596,2.2558152768110777,2.287294012980256,2.260493069277435,2.2629151331688155,2.404149976366293,2.3973586297616403,2.389042226436598,2.404252146120841,2.334510056151564,2.4163639994736785,2.439019920054044,2.4232051319469337,2.4532453992878134,2.4374039493189614,2.3915963770902198,2.474227880470599,2.10355269006033,2.020397115164785,2.0537192305080074,1.996330414623398,1.8841545878107506,1.9219384657731784,1.9551873706172431,1.9487993390309204,2.0086259674935856,1.9873029531875919,2.0070895446517025,1.9790157145933662,1.9853919411239955,1.9674413827003232,2.094891959431021,2.0447495229979387,2.0947610977491076,2.0333596035030856,2.122949625766863,2.1458757488422373,2.099461366254744,2.0836605581572334,2.1901122879680477,2.211138659687554,2.200215792535741,2.395905568157881,2.193433873515418,2.167638616346832,2.1586754547017355,2.2779923775504565,2.28851524760893,2.276655463505954,2.4910917203091887,1.9602966964550745,1.8591710153653618,1.89257320481886,1.963215453365842,2.022779874659065,2.0793750928567194,2.1103335199923317,2.224643879947579,2.1267472574180304,2.14683089476835,2.104137672065289,1.9803436043954485,1.8807481714491456,1.932501128490724,2.2554926022082724,2.3396447221129453,2.318155914651837,2.5581118881566938,2.3145519487648722,2.15658490234218,2.1803578422329997,2.2580693708541166,2.287209644978561,2.3477597007944726,2.3560414189518464,2.3406653210051,2.3671858043640808,2.397262919413849,2.456996341223769,2.352089613058995,2.4924213796259154,2.4391078502125394,2.4365033114026824,2.5356203017962082,2.5501415723885206,2.5957215737685293,2.5626552192551793,2.567301593675489,2.5189619907500496,2.4649546135329903,2.3678900130197746,2.3441244533000005,2.3368698752597012,2.293819756717613,2.3300076996555457,2.2605599702260966,2.2430071163185206,2.1997221204133126,2.160739334896712,2.151184729517854,2.1451101140824513,2.086068602840449,2.202636731874643,2.093747277332022,1.9914762162283355,2.201707811840897,2.1275531296688417
median_env_ch1,2.3247857556341325,2.40236668223174,2.408813997893647,2.3289509615481814,2.2904882270822537,2.2547957286724616,2.3679187748224906,2.336350546962267,2.3522367042818857,2.2267100091877423,2.2435012886711947,2.2686897786959683,2.2537288394403308,2.2888878657665717,2.265225019498704,2.3637766913886202,2.422906154296305,2.384852456003175,2.4246793766537014,2.342130550008755,2.4240743333295076,2.4009187054663688,2.3995563035904386,2.4537947122610877,2.4436333843227613,2.3959216943536124,2.3863111405745716,2.1202275386449516,2.0161642443572805,2.076430800196727,1.9563307410833874,1.8714567520066732,1.9416618903313436,1.94304573619933,1.9393593889570973,2.0259506999433174,1.9975953856787516,1.9922842833233134,2.004939176452236,1.9669748188304732,1.9361835297981034,2.0775012129370345,2.0140287945224875,2.11738701393461,2.0160137936779003,2.130861476535042,2.1256485287941462,2.089434152703088,2.091666690889327,2.1787147498238717,2.2027198630257057,2.2003969760097437,2.377176407283603,2.19431587995636,2.1438297295699913,2.1504005549089555,2.2571211287600454,2.2883915174224674,2.253335321613749,2.500159065802956,1.972436575983366,1.8818014222489716,1.8818246439431854,1.944779209519478,2.0027177256090516,2.0257739449748016,2.1237129987932635,2.213399719739499,2.0958689156919887,2.1382541048170034,2.1164560603723372,1.9595298767662297,1.8359038217440777,1.917902716850501,2.2595572560159143,2.3497204407900925,2.333186381279084,2.545933702895975,2.3004054003139704,2.1481380576919484,2.1754375575137908,2.2563410491925655,2.2854039239764274,2.3355077335969407,2.345310437521791,2.2974176412585456,2.3584345556898025,2.3874246540404034,2.4405005983220103,2.3264657115743157,2.457591595121632,2.41197525329901,2.4284323103297414,2.5228640413444214,2.512556243351785,2.5745407566043648,2.532079447610934,2.5744663926369595,2.5094478556572515,2.470512314965598,2.381754809179332,2.3429078204183256,2.304810510514139,2.286836714210732,2.3262500817839387,2.2354486155103546,2.2560934738944427,2.1621021186825637,2.1689313224192235,2.1479837362003353,2.1052400412340386,2.0485789046638656,2.2182182426390487,2.0910480701847822,1.9874957207962103,2.199595240572399,2.06807863678463
